indice,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet,clasificacion
351,2021-01-22 18:22:23+00:00,Heras,,2,0,0,[],"@Juli3103vs @George_Forsyth Con tal que el estado funcione eficientemente, por mí que sea mudo, ciego, sordo, tullido.",1
352,2021-01-22 18:20:00+00:00,KG  ,,137,1,1,[],"@hurgamemoriaPE @George_Forsyth Vergonzoso? 🤔
Sinverguenza, sería la palabra apropiada.
Y esa es su estrategia: NO hablar, NO informar, NO entrevistas porque de esa forma, el electorado desinformado sigue creyendo que él es la mejor opción",-1
353,2021-01-22 18:17:05+00:00,Juan Carlos,,255,0,0,[],El bebo @George_Forsyth no se anima a debatir. No ta' lito chu bebe para debatir. ¿Ya ta' lito bebe? https://t.co/kemUKGq9jO,-1
354,2021-01-22 18:16:54+00:00,Heras,,2,0,1,[],"@omarzev @George_Forsyth Eso demuestra que la mayoría del país es fujimorista y que el congreso será otra vez fujimorista , y que de tu familia al menos el 50% es fujimorista, y que en fondo también eres fujimorista y no te das cuenta .",-1
355,2021-01-22 18:16:23+00:00,marlon guerrero soto,,11,0,0,[],@emontezumas @LalaFernanU @GloriaMonteneg @George_Forsyth @elcomercio_peru No te da el cerebro tampoco.,-1
356,2021-01-22 18:15:03+00:00,Antonio D.,,31,1,1,[],"@abelgilvonio @George_Forsyth Sería terrible para el pais que ese ""personaje"" saliera elegido",-1
357,2021-01-22 18:13:33+00:00,Mauricio,"Santiago de Surco, Peru",1353,1,1,[],"Vaya, vaya..este es @George_Forsyth

George Forsyth | Renzo Navarro, el hombre de confianza del candidato presidencial que recibió más de S/100 mil de la municipalidad de La Victoria | Elecciones 2021 | POLITICA | EL COMERCIO PERÚ https://t.co/RHXLTRZWbN",-1
358,2021-01-22 18:11:59+00:00,Heras,,2,0,0,[],"@GloriaMonteneg @George_Forsyth Es que nos partidos, son solo grupos de aportunistas buscando su oportunidad, por eso migran de grupo como un juego de vale todo, que no se nota? Partidos son frepap, apra, AP el resto no cuenta como partidos. Son grupos sin ideales, sin visión de país, sin filosofía ni ciencia.",-1
359,2021-01-22 18:10:41+00:00,Elizabeth Cárdenas V,Lima,101,0,0,[],"Nadie se da cuenta que lleva 12 ""EX"" FUJIMORISTAS
@George_Forsyth  una vez fujimorista, siempre fujimorista🤢🤮 https://t.co/GZCGIoeLn5",-1
360,2021-01-22 18:09:27+00:00,UPC B.Joaquin Sanchez,,191,0,2,[],@canalN_ @americatv_peru MEDIOS MERMELEROS CREEN Q PUBLICANDO AL VAGO DE @George_Forsyth EN PRIMER LUGAR GENERARÁN TENDENCIA..... HE ESTADO EN TODO EL PERU Y NADIE INDICA VOTAR X EL,-1
361,2021-01-22 18:07:51+00:00,Ronald Jg,,21,0,1,[],@George_Forsyth No hizo nada x la victoria y quiere gobernar nuestra nacion una ineptitud al descubierto,-1
362,2021-01-22 18:07:34+00:00,Julio,,149,1,3,[],@ucinoticias_pe El tontilín eres tu oe @George_Forsyth !!,-1
363,2021-01-22 18:06:46+00:00,Victor Hugo,lima-peru,82,1,3,[],"Hasta ahora los periodistas @julianaoxenford @mabel_huertas @MavilaHuertasC @VertizPamela @MelissaPeschier @recisneros @CarlaTello_R etc, etc no les molesta que hasta ahora, desde el año pasado no hable el mudo, Chileno @George_Forsyth https://t.co/Kg8bWwNQGs",-1
364,2021-01-22 18:06:18+00:00,Grinka,,2,0,3,[],"@abelgilvonio @George_Forsyth No entiendo, no sabes que son candidatos de relleno para quitar votos ya sabes a quien y de paso meter congresistas ya sabes de quien.. Misma historia hace treinta años.",-1
365,2021-01-22 18:06:18+00:00,Renzo CC,"Lima, Peru",108,1,1,[],@ocram Harold a q hora sales a debatir? @George_Forsyth,-1
366,2021-01-22 17:59:43+00:00,Warner,ciudadano universal,743,0,1,[],@LalaFernanU @emontezumas @mgusoto @GloriaMonteneg @George_Forsyth @elcomercio_peru Fujiasno detected jajaja,-1
367,2021-01-22 17:59:01+00:00,Nacho Paredes Landauro,,55,1,6,[],@omarzev @George_Forsyth De todas maneras su api está de estratega 🍊 naranja !!,-1
368,2021-01-22 17:57:37+00:00,Enrique Montezuma,,233,0,2,[],"@LalaFernanU @mgusoto @GloriaMonteneg @George_Forsyth @elcomercio_peru ""A un incapaz se le puede vacar más fácil que aun izquierdista""

Con ese ""sesudo e irrefutable argumento"" no hay nada que hacer... ja, ja, ja",-1
369,2021-01-22 17:56:05+00:00,Susan,,7,0,0,[],"@GloriaMonteneg @George_Forsyth En cambio el Partido Morado lleva a los Ex de Susana Villaran, el personero legal del partido morado ex de Susana está  siendo procesado en el caso lava jato y de premio por su buen comportamiento es candidato al congreso su nombre es Marco Antonio Zeballos.1ero limpien su casa.",1
370,2021-01-22 17:55:32+00:00,Cesar Mejía,"Lima, Peru",42,2,2,[],"@hurgamemoriaPE @George_Forsyth Que puedes esperar de un improvisado que ni siquiera le importa que escriban bien su apellido, allí te dice todo",-1
371,2021-01-22 17:55:11+00:00,LaLa Fernández,"Lima, Peru",7172,0,2,[],@mgusoto @GloriaMonteneg @emontezumas @George_Forsyth @elcomercio_peru Estás en nada. Chau,-1
372,2021-01-22 17:54:34+00:00,AntonioAyacucho,"Lima, Peru",222,0,0,[],"@_CarlitaRocha @George_Forsyth @George_Forsyth es un ladrón Chileno... si hasta a sus amigos lo cabecea, imagínate a ti peruanito!!!",-1
373,2021-01-22 17:54:25+00:00,Álvaro Zapatel,"Princeton, NJ",2259,1,6,[],"Señor @George_Forsyth, le hablan. https://t.co/OdGonYrwXC",-1
374,2021-01-22 17:54:14+00:00,Rebeca Micaela,Perú,278,0,1,[],@diariocorreo @George_Forsyth hasta cuando la prensa mermelera le va seguir promocionando al candidato del continuismo ? (desde @OllantaHumalaT_ ) queremos que nos explique cual es la solución que plantea a los grandes problemas del país.,-1
375,2021-01-22 17:53:15+00:00,Luna,,3,0,0,[],"@SilvanaCastagn5 @George_Forsyth jajajaja de nada sirve que se indigen, la gente que vota por forzai no usa tweeter, posiblemente ni sepan manejar un celular ....",-1
376,2021-01-22 17:51:31+00:00,Yojani Mena,,206,0,1,[],"@_CarlitaRocha @George_Forsyth Devuélvele la ROPA, FORSYTH, a la FOQUITA, no te pases, eso no se hace, que dirá CHILENOS QUE SU PAISANO ES ASÍ QUE VERGÜENZA 😳",-1
377,2021-01-22 17:49:29+00:00,A GIRON D,,378,0,0,[],@George_Forsyth recicla fujimoristas y cuidado que el candidato es su papa. https://t.co/QuecstLwDw,-1
378,2021-01-22 17:49:28+00:00,Emilio,,313,0,1,[],@abelgilvonio @George_Forsyth La misma estrategia que Castañeda xd,-1
379,2021-01-22 17:48:58+00:00,Dani..Daniel,Peru,27,0,0,[],"@puzangueando @SalitaSin @George_Forsyth perro, burro, asterisco  ?' esas son tus palabras favoritas jajajajajjaja  tienes un trauma con los animales mann, que te paso cuentaa  un burro te violo o que jajajajaja",-1
380,2021-01-22 17:47:10+00:00,Oswaldo Véliz Altamirano,,931,0,2,[],@omarzev @BellanoLibertad @George_Forsyth Trabajó mucho tiempo con el dictador!!!,-1
381,2021-01-22 17:43:51+00:00,Julissa V. 💙💙💙,"Lima, Peru",389,3,13,['Elecciones2021'],"Alguien sabe donde está George Forsyth? @George_Forsyth
No emite ni una palabra y está primero en las encuestas.
¿Cómo pretende ser presidente... gobernando desde el silencio?

Se presentará al debate presidencial?? Corren las apuestas...
#Elecciones2021",-1
382,2021-01-22 17:43:49+00:00,Manuel Ignacio,"aquí, allá y... no, ahí no. ",219,0,1,[],"@GloriaMonteneg @George_Forsyth Ya fue Forzay y guzman están en bajada porque cada que hablan la cagan... Quizás sus congresistas entren, algunos, pero los presis, están bien lejos según la tendencia.",-1
383,2021-01-22 17:43:01+00:00,Elcapitankarlos,,8,0,0,[],@George_Forsyth Cuantas veces te agarraron borracho y manejando... @VanessaTerkes sabe lo que es voltear el colchon meado por un borracho doble filo...,-1
384,2021-01-22 17:41:29+00:00,Elcapitankarlos,,8,0,0,[],"@George_Forsyth Peruano, venezolano, chileno, hetero, gay, trans hijo ilustre de la victoria...",-1
385,2021-01-22 17:37:54+00:00,Enrique Caceres,Lima Peru,304,0,0,['Castañeda2punto0'],"@margamedonzac @George_Forsyth  no irá a ningún debate, no le conviene, lo asesoran así; mudo es mas bonito. #Castañeda2punto0",-1
386,2021-01-22 17:37:46+00:00,Luchini Sanchez,Chincha,86,0,1,[],@abelgilvonio @George_Forsyth Tienes que preguntarle a su viejo primero.,-1
387,2021-01-22 17:36:59+00:00,Victoria Nacional - Forzay Presidente,,64,0,2,[],"Nuestro candidato @George_Forsyth hablando claro sobre la problemática del gas y los precios elevados.

Por falta de voluntad política no podemos seguir perjudicando a los peruanos.

https://t.co/JKhoPUS7ys",1
388,2021-01-22 17:31:34+00:00,Charito,Lima - Piura - Perú,6731,20,62,[],"Ya sabemos lo que nos espera si gana @George_Forsyth otro quinquenio perdido, advertidos estamos 😃😃 https://t.co/IB2puidq0z",-1
389,2021-01-22 17:31:15+00:00,LaLa Fernández,"Lima, Peru",7172,0,1,[],@mgusoto @GloriaMonteneg @emontezumas @George_Forsyth @elcomercio_peru Imposible. Cómo podrías deducir algo así si La Victoria es cualquier cosa. La Victoria no es Gamarra porsiacaso. Así como el Perú no es Lima.,-1
390,2021-01-22 17:29:02+00:00,Delia,,1,1,1,[],"@hurgamemoriaPE @George_Forsyth Estas creyendo que yorch va a contestar?
Averigüemos  más bien, qué dice su api.",-1
391,2021-01-22 17:26:51+00:00,Manuel M,Lima - Perú,323,1,1,[],"@abelgilvonio @George_Forsyth Sí, está recibiendo las órdenes de su papi para que pueda saber qué decir ahora.",-1
392,2021-01-22 17:25:40+00:00,🇵🇪🇵🇪ⓊGestorD'Proyectos,"Lima,Peru",816,1,1,[],@abelgilvonio @George_Forsyth Esas encuestas son más falsas... Proyectan apoyar a Keiko como sea después.,-1
393,2021-01-22 17:25:26+00:00,4.40 Color Puerta,,75,0,0,[],@abelgilvonio @George_Forsyth Su papi mueve todo,-1
394,2021-01-22 17:24:52+00:00,Angela,,43,0,1,[],"@ConvocaPe @George_Forsyth @ACTransparencia @ProeticaPeru @prop_ciudadana @WaykaPeru @Actua_Pe @larepublica_pe @jfowks Yo no sé deq se sorprenden si su pareja dijo q era un borracho y encima abusador, podrán decirle loca pero no creo q haya sido mentirá",-1
395,2021-01-22 17:24:34+00:00,Abel Gilvonio,"Lima, Peru",10066,37,205,[],"¿Alguien sabe algo sobre @George_Forsyth ?
No dice nada 
No hace nada 
Y está primero en las encuestas...",-1
396,2021-01-22 17:16:14+00:00,Erikio Guerreiro,,9,0,0,[],@George_Forsyth En reiteradas ocasiones conductores peruanos han atropellado a fiscalizadores del ATU y efectivamente esos conductores deben pagar con todo el peso de la ley indiferentemente de su nacionalidad... Aprende hablar y recuerda que tú también eres venezolano Forsyth,-1
397,2021-01-22 17:14:20+00:00,Angela,,43,1,2,[],"@hurgamemoriaPE @George_Forsyth De que te sorprendes 🤷🏻‍♀️, el es un abusador y machista no me espero más",-1
398,2021-01-22 17:09:47+00:00,Hecola.,Trujillo-Perú,1966,0,0,[],@janpalulo @Jotadiaz26 @uterope .... y sin estudios.... hasta me responde @George_Forsyth que estudios tiene sigo esperando su respuesta.,-1
399,2021-01-22 17:04:10+00:00,Obstetra.Patricialandagavino.cel990670827,Lima,106,1,2,[],"@EddyMartin1976 @ocram @George_Forsyth @patarevalo Fujimori camuflandose, esto es un riesgo eminente para nuestro país.",-1
400,2021-01-22 17:03:11+00:00,Sgto. David Ramos,"Chorrillos, Peru",8,0,0,[],"@ManuelH59811366 @George_Forsyth Los caviares son netamente de izquierda no sé porqué lo ligan con Keiko y el fujimorismo si éste no tiene nada que ver con la Sra. Fujimori.

Forsyth es un pobre patán que no lo quieren en ningún bando pero juega por intereses de la izquierda.",-1
